Date,Time,Flight Number,Airlines Name,Airport Name,Terminal,Boarding info,Status
04/04/2024,21:45,EK352,Emirates,Dubai (DXB),T1,,On Schedule
04/04/2024,21:45,GA822,Garuda Indonesia,Jakarta (CGK),T3,,On Schedule
04/04/2024,21:45,TR819,Scoot,Osaka (KIX),T1,,On Schedule
04/04/2024,21:50,SQ125,Singapore Airlines,Kuala Lumpur (KUL),,,On Schedule
04/04/2024,21:50,SQ965,Singapore Airlines,Jakarta (CGK),,,On Schedule
04/04/2024,21:55,CA969,Air China,Beijing (Capital) (PEK),T1,,On Schedule
04/04/2024,21:55,MU545,China Eastern Airlines,Shanghai (PVG),T3,,On Schedule
04/04/2024,21:55,SQ711,Singapore Airlines,Bangkok (Suvarnabhumi) (BKK),,,On Schedule
04/04/2024,22:00,AK1727,AirAsia,Penang (PEN),T4,,On Schedule
04/04/2024,22:00,SQ601,Singapore Airlines,Seoul (ICN),,,On Schedule
04/04/2024,22:00,SQ929,Singapore Airlines,Surabaya (SUB),,,On Schedule
04/04/2024,22:05,QF37,Qantas Airways,Melbourne (MEL),T1,,On Schedule
04/04/2024,22:10,3K246,Jetstar Asia,Bali-Denpasar (DPS),T4,,On Schedule
04/04/2024,22:10,TR287,Scoot,Bali-Denpasar (DPS),T1,,On Schedule
04/04/2024,22:15,MF885,Xiamen Airlines,Xiamen (XMN),T1,,On Schedule
04/04/2024,22:15,SQ879,Singapore Airlines,Taipei (TPE),,,On Schedule
04/04/2024,22:20,SQ833,Singapore Airlines,Shanghai (PVG),,,On Schedule
04/04/2024,22:20,SQ921,Singapore Airlines,Manila (MNL),,,On Schedule
04/04/2024,22:25,TR181,Scoot,Nanjing (NKG),T1,,On Schedule
04/04/2024,22:25,TR905,Scoot,Macau (MFM),T1,,On Schedule
04/04/2024,22:30,3K688,Jetstar Asia,Kuala Lumpur (KUL),T4,,Re-timed
04/04/2024,22:30,CZ351,China Southern Airlines,Guangzhou (CAN),T1,,On Schedule
04/04/2024,22:30,TG401,Thai Airways,Bangkok (Suvarnabhumi) (BKK),T1,,On Schedule
04/04/2024,22:35,SQ214,Singapore Airlines,Perth (PER),,,On Schedule
04/04/2024,22:35,SQ995,Singapore Airlines,Medan (KNO),,,On Schedule
04/04/2024,22:40,SQ141,Singapore Airlines,Penang (PEN),,,On Schedule
04/04/2024,22:40,SQ185,Singapore Airlines,Ho Chi Minh City (SGN),,,On Schedule
04/04/2024,22:40,SQ895,Singapore Airlines,Hong Kong (HKG),,,On Schedule
04/04/2024,22:40,SQ945,Singapore Airlines,Bali-Denpasar (DPS),,,On Schedule
04/04/2024,22:45,AK723,AirAsia,Kuala Lumpur (KUL),T4,,On Schedule
04/04/2024,22:55,SQ127,Singapore Airlines,Kuala Lumpur (KUL),,,On Schedule
04/04/2024,22:55,TR279,Scoot,Jakarta (CGK),T1,,On Schedule
04/04/2024,23:00,SQ193,Singapore Airlines,Hanoi (HAN),,,On Schedule
04/04/2024,23:00,SQ807,Singapore Airlines,Beijing (Capital) (PEK),,,On Schedule
04/04/2024,23:00,TR653,Scoot,Phuket (HKT),T1,,On Schedule
04/04/2024,23:05,SQ621,Singapore Airlines,Osaka (KIX),,,On Schedule
04/04/2024,23:05,SQ633,Singapore Airlines,Tokyo (Haneda) (HND),,,On Schedule
04/04/2024,23:10,KL836,KLM Royal Dutch Airlines,Bali-Denpasar (DPS),T1,,On Schedule
04/04/2024,23:10,ZG53,ZIPAIR,Tokyo (Narita) (NRT),T1,,On Schedule
04/04/2024,23:15,PR509,Philippine Airlines,Manila (MNL),T1,,On Schedule
04/04/2024,23:15,SQ739,Singapore Airlines,Phuket (HKT),,,On Schedule
04/04/2024,23:15,TR391,Scoot,Manila (MNL),T1,,On Schedule
04/04/2024,23:20,IX682,Air India Express,Tiruchirappalli (TRZ),T2,,On Schedule
04/04/2024,23:20,TR177,Scoot,Ningbo (NGB),T1,,On Schedule
04/04/2024,23:20,TR9,Scoot,Perth (PER),T1,,On Schedule
04/04/2024,23:30,SQ713,Singapore Airlines,Bangkok (Suvarnabhumi) (BKK),,,On Schedule
04/04/2024,23:35,7C4055,Jeju Air,Busan (PUS),T4,,On Schedule
04/04/2024,23:35,TR429,Scoot,Penang (PEN),T1,,On Schedule
04/04/2024,23:35,TR467,Scoot,Kuala Lumpur (KUL),T1,,On Schedule
04/04/2024,23:40,KE645,Korean Air,Seoul (ICN),T4,,On Schedule
04/04/2024,23:40,MU5031,China Eastern Airlines,Beijing (Daxing) (PKX),T3,,On Schedule
04/04/2024,23:45,TR617,Scoot,Bangkok (Suvarnabhumi) (BKK),T1,,On Schedule
04/04/2024,23:50,TR435,Scoot,Kuching (KCH),T1,,On Schedule
