Date,Time,Flight Number,Airlines Name,Airport Name,Terminal,Boarding info,Status
05/04/2024,08:30,SQ802,Singapore Airlines,Beijing (Capital) (PEK),T3,Check-In Row 3,On Schedule
05/04/2024,08:35,AI381,Air India,New Delhi (DEL),T2,Check-In Row 10,On Schedule
05/04/2024,08:40,SQ203,Singapore Airlines,Cairns (CNS),T3,Check-In Row 3,On Schedule
05/04/2024,08:40,SQ508,Singapore Airlines,Bengaluru (BLR),T3,Check-In Row 3,On Schedule
05/04/2024,08:40,SQ882,Singapore Airlines,Hong Kong (HKG),T3,Check-In Row 3,On Schedule
05/04/2024,08:45,SQ164,Singapore Airlines,Siem Reap (SAI),T2,Check-In Row 5,On Schedule
05/04/2024,08:45,SQ518,Singapore Airlines,Hyderabad (HYD),T3,Check-In Row 3,On Schedule
05/04/2024,08:45,TR874,Scoot,Tokyo (Narita) (NRT),T1,Check-In Row 7,On Schedule
05/04/2024,08:50,NZ281,Air New Zealand,Auckland (AKL),T3,Check-In Row 8,On Schedule
05/04/2024,08:55,MF886,Xiamen Airlines,Xiamen (XMN),T1,Check-In Row 10,On Schedule
05/04/2024,09:00,AI347,Air India,Chennai (MAA),T2,Check-In Row 10,On Schedule
05/04/2024,09:00,CA976,Air China,Beijing (Capital) (PEK),T1,Check-In Row 11,On Schedule
05/04/2024,09:00,SQ308,Singapore Airlines,London (Heathrow) (LHR),T3,Check-In Row 3,On Schedule
05/04/2024,09:00,TR426,Scoot,Penang (PEN),T1,Check-In Row 7,On Schedule
05/04/2024,09:00,UA2,United Airlines,San Francisco (SFO),T2,Check-In Row 11,On Schedule
05/04/2024,09:05,SQ192,Singapore Airlines,Hanoi (HAN),T2,Check-In Row 5,On Schedule
05/04/2024,09:10,AK702,AirAsia,Kuala Lumpur (KUL),T4,Check-In Row 4,On Schedule
05/04/2024,09:10,SQ108,Singapore Airlines,Kuala Lumpur (KUL),T2,Check-In Row 5,On Schedule
05/04/2024,09:15,AI393,Air India,Bengaluru (BLR),T2,Check-In Row 9,On Schedule
05/04/2024,09:15,SQ172,Singapore Airlines,Da Nang (DAD),T2,Check-In Row 3,On Schedule
05/04/2024,09:15,SQ32,Singapore Airlines,San Francisco (SFO),T3,Check-In Row 2,On Schedule
05/04/2024,09:15,SQ938,Singapore Airlines,Bali-Denpasar (DPS),T2,Check-In Row 5,On Schedule
05/04/2024,09:20,SQ910,Singapore Airlines,Manila (MNL),T2,Check-In Row 5,On Schedule
05/04/2024,09:25,SQ12,Singapore Airlines,Los Angeles (LAX),T3,Check-In Row 3,On Schedule
05/04/2024,09:25,SQ956,Singapore Airlines,Jakarta (CGK),T2,Check-In Row 5,On Schedule
05/04/2024,09:25,TR216,Scoot,Manado (MDC),T1,Check-In Row 7,On Schedule
05/04/2024,09:30,SQ223,Singapore Airlines,Perth (PER),T3,Check-In Row 3,On Schedule
05/04/2024,09:30,SQ708,Singapore Airlines,Bangkok (Suvarnabhumi) (BKK),T2,Check-In Row 5,On Schedule
05/04/2024,09:30,SQ830,Singapore Airlines,Shanghai (PVG),T3,Check-In Row 3,On Schedule
05/04/2024,09:30,UK116,Vistara,New Delhi (DEL),T3,Check-In Row 9,On Schedule
05/04/2024,09:35,SQ211,Singapore Airlines,Sydney (SYD),T3,Check-In Row 3,On Schedule
05/04/2024,09:40,EK405,Emirates,Dubai (DXB),T1,Check-In Row 13,On Schedule
05/04/2024,09:40,SQ892,Singapore Airlines,Hong Kong (HKG),T3,Check-In Row 3,On Schedule
05/04/2024,09:45,CX658,Cathay Pacific,Hong Kong (HKG),T4,Check-In Row 6,On Schedule
05/04/2024,09:45,SQ134,Singapore Airlines,Penang (PEN),T2,Check-In Row 5,On Schedule
05/04/2024,09:45,SQ178,Singapore Airlines,Ho Chi Minh City (SGN),T2,Check-In Row 5,On Schedule
05/04/2024,09:45,TR300,Scoot,Hanoi (HAN),T1,Check-In Row 7,On Schedule
05/04/2024,09:55,MH604,Malaysia Airlines,Kuala Lumpur (KUL),T2,Check-In Row 7,On Schedule
05/04/2024,09:55,SQ245,Singapore Airlines,Brisbane (BNE),T3,Check-In Row 3,On Schedule
05/04/2024,10:00,IX683,Air India Express,Madurai (IXM),T2,Check-In Row 9,On Schedule
05/04/2024,10:00,SQ728,Singapore Airlines,Phuket (HKT),T2,Check-In Row 5,On Schedule
05/04/2024,10:05,SQ432,Singapore Airlines,Male (MLE),T2,Check-In Row 3,On Schedule
05/04/2024,10:10,MU546,China Eastern Airlines,Shanghai (PVG),T3,Check-In Row 10,On Schedule
05/04/2024,10:10,OD802,Batik Air Malaysia,Kuala Lumpur (KUL),T3,Check-In Row 1,On Schedule
05/04/2024,10:15,FD358,Thai AirAsia,Bangkok (Don Mueang) (DMK),T4,Check-In Row 4,On Schedule
05/04/2024,10:15,TK209,Turkish Airlines,Istanbul (IST),T1,Check-In Row 9,On Schedule
05/04/2024,10:20,QG523,Citilink,Jakarta (CGK),T3,Check-In Row 11,On Schedule
05/04/2024,10:20,QZ263,Indonesia AirAsia,Jakarta (CGK),T4,Check-In Row 4,On Schedule
05/04/2024,10:20,TR276,Scoot,Jakarta (CGK),T1,Check-In Row 7,On Schedule
05/04/2024,10:25,EK404,Emirates,Melbourne (MEL),T1,Check-In Row 13,On Schedule
05/04/2024,10:30,AK704,AirAsia,Kuala Lumpur (KUL),T4,Check-In Row 4,On Schedule
05/04/2024,10:30,FY3671,Firefly,Penang (PEN),T2,Check-In Row 1,On Schedule
05/04/2024,10:30,QR943,Qatar Airways,Doha (DOH),T1,Check-In Row 3,On Schedule
05/04/2024,10:30,TR180,Scoot,Nanjing (NKG),T1,Check-In Row 7,On Schedule
05/04/2024,10:30,UK106,Vistara,Mumbai (BOM),T3,Check-In Row 9,On Schedule
05/04/2024,10:35,5J814,Cebu Pacific Air,Manila (MNL),T4,Check-In Row 5,On Schedule
05/04/2024,10:35,QZ503,Indonesia AirAsia,Bali-Denpasar (DPS),T4,Check-In Row 4,On Schedule
05/04/2024,10:40,PR502,Philippine Airlines,Manila (MNL),T1,Check-In Row 14,On Schedule
05/04/2024,10:45,TR284,Scoot,Bali-Denpasar (DPS),T1,Check-In Row 7,On Schedule
05/04/2024,10:50,3K241,Jetstar Asia,Bali-Denpasar (DPS),T4,Check-In Row 7,On Schedule
05/04/2024,10:50,KE648,Korean Air,Seoul (ICN),T4,,On Schedule
05/04/2024,10:55,AK733,AirAsia,Langkawi (LGK),T4,Check-In Row 4,On Schedule
05/04/2024,10:55,SQ326,Singapore Airlines,Frankfurt (FRA),T3,Check-In Row 3,On Schedule
05/04/2024,10:55,SQ900,Singapore Airlines,Cebu (CEB),T2,Check-In Row 5,On Schedule
05/04/2024,11:00,TR24,Scoot,Melbourne (MEL),T1,,On Schedule
05/04/2024,11:05,MH614,Malaysia Airlines,Kuala Lumpur (KUL),T2,Check-In Row 7,On Schedule
05/04/2024,11:05,NH842,All Nippon Airways,Tokyo (Haneda) (HND),T2,Check-In Row 8,On Schedule
05/04/2024,11:05,TR484,Scoot,Ipoh (IPH),T1,Check-In Row 7,On Schedule
05/04/2024,11:10,SQ217,Singapore Airlines,Melbourne (MEL),T3,Check-In Row 3,On Schedule
05/04/2024,11:15,GA843,Garuda Indonesia,Bali-Denpasar (DPS),T3,Check-In Row 5,On Schedule
05/04/2024,11:15,QZ659,Indonesia AirAsia,Yogyakarta (YIA),T4,Check-In Row 4,On Schedule
05/04/2024,11:15,VJ970,VietJet Air,Da Nang (DAD),T4,Check-In Row 1,On Schedule
05/04/2024,11:20,3K247,Jetstar Asia,Surabaya (SUB),T4,Check-In Row 7,On Schedule
05/04/2024,11:25,AK1720,AirAsia,Penang (PEN),T4,Check-In Row 4,On Schedule
05/04/2024,11:25,ID7154,Batik Air,Jakarta (CGK),T3,Check-In Row 1,On Schedule
05/04/2024,11:30,6E1004,IndiGo,Chennai (MAA),T2,Check-In Row 2,On Schedule
05/04/2024,11:30,AK706,AirAsia,Kuala Lumpur (KUL),T4,Check-In Row 4,On Schedule
05/04/2024,11:30,IX689,Air India Express,Tiruchirappalli (TRZ),T2,Check-In Row 9,On Schedule
05/04/2024,11:40,AK1310,AirAsia,Ipoh (IPH),T4,Check-In Row 4,On Schedule
05/04/2024,11:45,8B152,TransNusa,Jakarta (CGK),T2,Check-In Row 1,On Schedule
05/04/2024,11:45,AK1776,AirAsia,Kuching (KCH),T4,Check-In Row 4,On Schedule
05/04/2024,11:45,SQ878,Singapore Airlines,Taipei (TPE),T3,Check-In Row 3,On Schedule
05/04/2024,11:55,KR752,Cambodia Airways,Phnom Penh (PNH),T1,,On Schedule
05/04/2024,11:55,TR896,Scoot,Seoul (ICN),T1,Check-In Row 7,On Schedule
05/04/2024,11:55,UK110,Vistara,Pune (PNQ),T3,Check-In Row 9,On Schedule
05/04/2024,12:00,QZ267,Indonesia AirAsia,Jakarta (CGK),T4,Check-In Row 4,On Schedule
05/04/2024,12:00,SQ156,Singapore Airlines,Phnom Penh (PNH),T2,Check-In Row 5,On Schedule
05/04/2024,12:00,SQ912,Singapore Airlines,Manila (MNL),T2,Check-In Row 5,On Schedule
05/04/2024,12:00,TR8,Scoot,Perth (PER),T1,,On Schedule
05/04/2024,12:00,ZH9026,Shenzhen Airlines,Shenzhen (SZX),T1,Check-In Row 11,On Schedule
05/04/2024,12:05,HU748,Hainan Airlines,Haikou (HAK),T4,Check-In Row 3,On Schedule
05/04/2024,12:10,AK1794,AirAsia,Kota Kinabalu (BKI),T4,Check-In Row 4,On Schedule
05/04/2024,12:10,BI422,Royal Brunei Airlines,Brunei (BWN),T2,Check-In Row 12,On Schedule
05/04/2024,12:10,SL101,Thai Lion Air,Bangkok (Don Mueang) (DMK),T3,Check-In Row 1,On Schedule
05/04/2024,12:10,SQ24,Singapore Airlines,New York (John F Kennedy) (JFK),T3,Check-In Row 7,On Schedule
05/04/2024,12:15,MH628,Malaysia Airlines,Kuala Lumpur (KUL),T2,Check-In Row 7,On Schedule
05/04/2024,12:15,QZ505,Indonesia AirAsia,Bali-Denpasar (DPS),T4,Check-In Row 4,On Schedule
05/04/2024,12:20,GA829,Garuda Indonesia,Jakarta (CGK),T3,Check-In Row 5,On Schedule
05/04/2024,12:20,MU5082,China Eastern Airlines,Kunming (KMG),T3,Check-In Row 10,On Schedule
05/04/2024,12:20,OD804,Batik Air Malaysia,Kuala Lumpur (KUL),T3,Check-In Row 1,On Schedule
05/04/2024,12:25,TG404,Thai Airways,Bangkok (Suvarnabhumi) (BKK),T1,Check-In Row 9,On Schedule
05/04/2024,12:30,SQ958,Singapore Airlines,Jakarta (CGK),T2,Check-In Row 5,On Schedule
05/04/2024,12:35,SQ318,Singapore Airlines,London (Heathrow) (LHR),T3,Check-In Row 3,On Schedule
05/04/2024,12:35,TR632,Scoot,Hat Yai (HDY),T1,,On Schedule
05/04/2024,12:45,SQ114,Singapore Airlines,Kuala Lumpur (KUL),T2,Check-In Row 5,On Schedule
05/04/2024,12:45,SQ148,Singapore Airlines,Brunei (BWN),T2,Check-In Row 5,On Schedule
05/04/2024,12:45,SQ832,Singapore Airlines,Shanghai (PVG),T3,Check-In Row 3,On Schedule
05/04/2024,12:50,3K685,Jetstar Asia,Kuala Lumpur (KUL),T4,Check-In Row 7,On Schedule
05/04/2024,12:50,SQ710,Singapore Airlines,Bangkok (Suvarnabhumi) (BKK),T2,Check-In Row 5,On Schedule
05/04/2024,12:55,CX690,Cathay Pacific,Hong Kong (HKG),T4,Check-In Row 6,On Schedule
05/04/2024,12:55,TR604,Scoot,Bangkok (Suvarnabhumi) (BKK),T1,,On Schedule
05/04/2024,13:00,SQ136,Singapore Airlines,Penang (PEN),T2,Check-In Row 3,On Schedule
05/04/2024,13:05,SQ894,Singapore Airlines,Hong Kong (HKG),T3,Check-In Row 3,On Schedule
05/04/2024,13:05,VJ812,VietJet Air,Ho Chi Minh City (SGN),T4,Check-In Row 1,On Schedule
05/04/2024,13:05,VN660,Vietnam Airlines,Hanoi (HAN),T3,Check-In Row 2,On Schedule
05/04/2024,13:10,BR226,EVA Air,Taipei (TPE),T3,Check-In Row 8,On Schedule
05/04/2024,13:10,BY165,TUI Airways,Manchester (MAN),T2,Check-In Row 11,On Schedule
05/04/2024,13:10,TR306,Scoot,Ho Chi Minh City (SGN),T1,Check-In Row 7,On Schedule
05/04/2024,13:10,TR360,Scoot,Davao (DVO),T1,Check-In Row 7,On Schedule
05/04/2024,13:10,VN650,Vietnam Airlines,Ho Chi Minh City (SGN),T3,Check-In Row 2,On Schedule
05/04/2024,13:15,FD377,Thai AirAsia,Phuket (HKT),T4,Check-In Row 4,On Schedule
05/04/2024,13:15,SQ732,Singapore Airlines,Phuket (HKT),T2,Check-In Row 5,On Schedule
05/04/2024,13:15,UB2,Myanmar National Airlines,Yangon (RGN),T3,Check-In Row 11,On Schedule
05/04/2024,13:25,CX712,Cathay Pacific,Hong Kong (HKG),T4,Check-In Row 6,On Schedule
05/04/2024,13:30,AK710,AirAsia,Kuala Lumpur (KUL),T4,Check-In Row 4,On Schedule
05/04/2024,13:30,CZ354,China Southern Airlines,Guangzhou (CAN),T1,Check-In Row 3,On Schedule
05/04/2024,13:30,SQ184,Singapore Airlines,Ho Chi Minh City (SGN),T2,Check-In Row 5,On Schedule
05/04/2024,13:30,SQ916,Singapore Airlines,Manila (MNL),T2,Check-In Row 5,On Schedule
05/04/2024,13:35,CI754,China Airlines,Taipei (TPE),T3,Check-In Row 11,On Schedule
05/04/2024,13:40,3K203,Jetstar Asia,Jakarta (CGK),T4,Check-In Row 7,On Schedule
05/04/2024,13:40,MH606,Malaysia Airlines,Kuala Lumpur (KUL),T2,Check-In Row 7,On Schedule
05/04/2024,13:45,TR222,Scoot,Balikpapan (BPN),T1,Check-In Row 7,On Schedule
05/04/2024,13:50,8M232,Myanmar Airways International,Yangon (RGN),T1,Check-In Row 12,On Schedule
05/04/2024,13:50,AK1722,AirAsia,Penang (PEN),T4,Check-In Row 4,On Schedule
05/04/2024,13:50,TR904,Scoot,Macau (MFM),T1,Check-In Row 7,On Schedule
05/04/2024,13:55,SQ332,Singapore Airlines,Paris (CDG),T3,Check-In Row 3,On Schedule
05/04/2024,13:55,SQ622,Singapore Airlines,Osaka (KIX),T2,Check-In Row 5,On Schedule
05/04/2024,13:55,SQ634,Singapore Airlines,Tokyo (Haneda) (HND),T2,Check-In Row 5,On Schedule
05/04/2024,14:00,3K535,Jetstar Asia,Phuket (HKT),T4,Check-In Row 7,On Schedule
05/04/2024,14:00,ID7146,Batik Air,Medan (KNO),T3,Check-In Row 1,On Schedule
05/04/2024,14:00,JX772,STARLUX Airlines,Taipei (TPE),T1,Check-In Row 13,On Schedule
05/04/2024,14:00,SQ174,Singapore Airlines,Da Nang (DAD),T2,Check-In Row 5,On Schedule
05/04/2024,14:10,AK712,AirAsia,Kuala Lumpur (KUL),T4,Check-In Row 4,On Schedule
05/04/2024,14:20,SQ926,Singapore Airlines,Surabaya (SUB),T2,Check-In Row 5,On Schedule
05/04/2024,14:30,TR112,Scoot,Nanchang (KHN),T1,Check-In Row 7,On Schedule
05/04/2024,14:30,TR424,Scoot,Penang (PEN),T1,Check-In Row 7,On Schedule
05/04/2024,14:30,TR656,Scoot,Phuket (HKT),T1,,On Schedule
05/04/2024,14:35,ID7156,Batik Air,Jakarta (CGK),T3,Check-In Row 1,On Schedule
05/04/2024,14:35,OQ2096,Chongqing Airlines,Chongqing (CKG),T1,Check-In Row 3,On Schedule
05/04/2024,14:40,FD356,Thai AirAsia,Bangkok (Don Mueang) (DMK),T4,Check-In Row 4,On Schedule
05/04/2024,14:40,SQ606,Singapore Airlines,Seoul (ICN),T2,Check-In Row 5,On Schedule
05/04/2024,14:40,TR390,Scoot,Manila (MNL),T1,Check-In Row 7,On Schedule
05/04/2024,14:45,QZ265,Indonesia AirAsia,Jakarta (CGK),T4,Check-In Row 4,On Schedule
05/04/2024,14:50,MF864,Xiamen Airlines,Hangzhou (HGH),T1,Check-In Row 10,On Schedule
05/04/2024,14:55,VJ916,VietJet Air,Hanoi (HAN),T4,Check-In Row 1,On Schedule
05/04/2024,15:00,SQ116,Singapore Airlines,Kuala Lumpur (KUL),T2,Check-In Row 5,On Schedule
05/04/2024,15:05,MF866,Xiamen Airlines,Fuzhou (FOC),T1,Check-In Row 10,On Schedule
05/04/2024,15:05,SQ194,Singapore Airlines,Hanoi (HAN),T2,Check-In Row 5,On Schedule
05/04/2024,15:10,BR216,EVA Air,Taipei (TPE),T3,Check-In Row 8,On Schedule
05/04/2024,15:10,SQ494,Singapore Airlines,Dubai (DXB),T3,Check-In Row 3,On Schedule
05/04/2024,15:10,TR512,Scoot,Amritsar (ATQ),T1,,On Schedule
05/04/2024,15:15,MF852,Xiamen Airlines,Xiamen (XMN),T1,Check-In Row 10,On Schedule
05/04/2024,15:15,SQ960,Singapore Airlines,Jakarta (CGK),T2,Check-In Row 3,On Schedule
05/04/2024,15:20,TR302,Scoot,Ho Chi Minh City (SGN),T1,Check-In Row 7,On Schedule
05/04/2024,15:25,TR486,Scoot,Ipoh (IPH),T1,Check-In Row 7,On Schedule
05/04/2024,15:25,TR610,Scoot,Bangkok (Suvarnabhumi) (BKK),T1,,On Schedule
05/04/2024,15:30,SQ896,Singapore Airlines,Hong Kong (HKG),T3,Check-In Row 3,On Schedule
05/04/2024,15:30,TR16,Scoot,Perth (PER),T1,,On Schedule
05/04/2024,15:35,8B9156,TransNusa,Jakarta (CGK),T2,Check-In Row 1,On Schedule
05/04/2024,15:35,MH624,Malaysia Airlines,Kuala Lumpur (KUL),T2,Check-In Row 7,On Schedule
05/04/2024,15:40,3K245,Jetstar Asia,Bali-Denpasar (DPS),T4,Check-In Row 7,On Schedule
05/04/2024,15:40,SQ138,Singapore Airlines,Penang (PEN),T2,Check-In Row 5,On Schedule
05/04/2024,15:45,MU770,China Eastern Airlines,Hefei (HFE),T3,Check-In Row 10,On Schedule
05/04/2024,15:50,BG585,Biman Bangladesh Airlines,Dhaka (DAC),T3,Check-In Row 1,On Schedule
05/04/2024,15:50,ET638,Ethiopian Airlines,Kuala Lumpur (KUL),T2,,On Schedule
05/04/2024,15:50,TR286,Scoot,Bali-Denpasar (DPS),T1,Check-In Row 7,On Schedule
05/04/2024,15:55,GA833,Garuda Indonesia,Jakarta (CGK),T3,Check-In Row 5,On Schedule
05/04/2024,15:55,TG414,Thai Airways,Bangkok (Suvarnabhumi) (BKK),T1,Check-In Row 9,On Schedule
05/04/2024,15:55,TR972,Scoot,Hong Kong (HKG),T1,Check-In Row 7,On Schedule
05/04/2024,16:00,CA404,Air China,Chengdu (TFU),T1,Check-In Row 11,On Schedule
05/04/2024,16:00,HO1602,Juneyao Airlines,Shanghai (PVG),T4,,On Schedule
05/04/2024,16:00,SQ712,Singapore Airlines,Bangkok (Suvarnabhumi) (BKK),T2,Check-In Row 5,On Schedule
05/04/2024,16:05,CX734,Cathay Pacific,Hong Kong (HKG),T4,Check-In Row 6,On Schedule
05/04/2024,16:10,9C6480,Spring Airlines,Jieyang (SWA),T4,,On Schedule
05/04/2024,16:10,AK714,AirAsia,Kuala Lumpur (KUL),T4,Check-In Row 4,On Schedule
05/04/2024,16:10,QZ501,Indonesia AirAsia,Bali-Denpasar (DPS),T4,Check-In Row 4,On Schedule
05/04/2024,16:10,SQ944,Singapore Airlines,Bali-Denpasar (DPS),T2,Check-In Row 5,On Schedule
05/04/2024,16:10,TR472,Scoot,Kuala Lumpur (KUL),T1,Check-In Row 7,On Schedule
05/04/2024,16:15,ID7134,Batik Air,Bali-Denpasar (DPS),T3,Check-In Row 1,On Schedule
05/04/2024,16:20,3K593,Jetstar Asia,Phnom Penh (PNH),T4,Check-In Row 7,On Schedule
05/04/2024,16:20,SQ736,Singapore Airlines,Phuket (HKT),T2,Check-In Row 5,On Schedule
05/04/2024,16:25,SQ962,Singapore Airlines,Jakarta (CGK),T2,Check-In Row 5,On Schedule
05/04/2024,16:30,SQ158,Singapore Airlines,Phnom Penh (PNH),T2,Check-In Row 5,On Schedule
05/04/2024,16:30,SQ928,Singapore Airlines,Surabaya (SUB),T2,Check-In Row 5,On Schedule
05/04/2024,16:30,TR188,Scoot,Hangzhou (HGH),T1,Check-In Row 7,On Schedule
05/04/2024,16:35,MH620,Malaysia Airlines,Kuala Lumpur (KUL),T2,Check-In Row 7,On Schedule
05/04/2024,16:35,MU568,China Eastern Airlines,Shanghai (PVG),T3,Check-In Row 10,On Schedule
05/04/2024,16:40,SQ122,Singapore Airlines,Kuala Lumpur (KUL),T2,Check-In Row 3,On Schedule
05/04/2024,16:50,5J538,Cebu Pacific Air,Clark (CRK),T4,Check-In Row 5,On Schedule
05/04/2024,16:50,KL835,KLM Royal Dutch Airlines,Bali-Denpasar (DPS),T1,Check-In Row 2,On Schedule
05/04/2024,16:50,SQ406,Singapore Airlines,New Delhi (DEL),T3,Check-In Row 3,On Schedule
05/04/2024,16:50,SQ806,Singapore Airlines,Beijing (Capital) (PEK),T3,Check-In Row 3,On Schedule
05/04/2024,17:00,3U3910,Sichuan Airlines,Chengdu (TFU),T2,Check-In Row 11,On Schedule
05/04/2024,17:00,NX907,Air Macau,Macau (MFM),T2,Check-In Row 10,On Schedule
05/04/2024,17:00,OD808,Batik Air Malaysia,Kuala Lumpur (KUL),T3,Check-In Row 1,On Schedule
05/04/2024,17:00,TR252,Scoot,Pekanbaru (PKU),T1,Check-In Row 7,On Schedule
05/04/2024,17:00,TR468,Scoot,Kuala Lumpur (KUL),T1,Check-In Row 7,On Schedule
05/04/2024,17:10,FD354,Thai AirAsia,Bangkok (Don Mueang) (DMK),T4,Check-In Row 4,On Schedule
05/04/2024,17:10,TR470,Scoot,Kuantan (KUA),T1,Check-In Row 7,On Schedule
05/04/2024,17:15,3K765,Jetstar Asia,Manila (MNL),T4,Check-In Row 7,On Schedule
05/04/2024,17:15,CA826,Air China,Shanghai (PVG),T1,Check-In Row 11,On Schedule
05/04/2024,17:15,SQ186,Singapore Airlines,Ho Chi Minh City (SGN),T2,Check-In Row 5,On Schedule
05/04/2024,17:20,PG968,Bangkok Airways,Koh Samui (USM),T1,Check-In Row 1,On Schedule
05/04/2024,17:20,SQ964,Singapore Airlines,Jakarta (CGK),T2,Check-In Row 5,On Schedule
05/04/2024,17:25,SQ836,Singapore Airlines,Shanghai (PVG),T3,Check-In Row 3,On Schedule
05/04/2024,17:25,TR266,Scoot,Surabaya (SUB),T1,Check-In Row 7,On Schedule
05/04/2024,17:30,ID7150,Batik Air,Jakarta (CGK),T3,Check-In Row 1,On Schedule
05/04/2024,17:30,QZ507,Indonesia AirAsia,Bali-Denpasar (DPS),T4,Check-In Row 4,On Schedule
05/04/2024,17:30,SQ714,Singapore Airlines,Bangkok (Suvarnabhumi) (BKK),T2,Check-In Row 5,On Schedule
05/04/2024,17:35,AK1724,AirAsia,Penang (PEN),T4,Check-In Row 4,On Schedule
05/04/2024,17:35,CA450,Air China,Chongqing (CKG),T1,Check-In Row 11,On Schedule
05/04/2024,17:40,ZH9024,Shenzhen Airlines,Shenzhen (SZX),T1,Check-In Row 12,On Schedule
05/04/2024,17:50,CZ3040,China Southern Airlines,Guangzhou (CAN),T1,Check-In Row 3,On Schedule
05/04/2024,17:50,SQ946,Singapore Airlines,Bali-Denpasar (DPS),T2,Check-In Row 5,On Schedule
05/04/2024,17:55,TR616,Scoot,Bangkok (Suvarnabhumi) (BKK),T1,,On Schedule
05/04/2024,17:55,VJ814,VietJet Air,Ho Chi Minh City (SGN),T4,Check-In Row 1,On Schedule
05/04/2024,18:00,CX716,Cathay Pacific,Hong Kong (HKG),T4,Check-In Row 6,On Schedule
05/04/2024,18:15,MH608,Malaysia Airlines,Kuala Lumpur (KUL),T2,Check-In Row 7,On Schedule
05/04/2024,18:15,TG408,Thai Airways,Bangkok (Suvarnabhumi) (BKK),T1,Check-In Row 9,On Schedule
05/04/2024,18:15,TR652,Scoot,Phuket (HKT),T1,,On Schedule
05/04/2024,18:25,TR278,Scoot,Jakarta (CGK),T1,Check-In Row 7,On Schedule
05/04/2024,18:25,TR492,Scoot,Kota Kinabalu (BKI),T1,Check-In Row 7,On Schedule
05/04/2024,18:25,VN654,Vietnam Airlines,Ho Chi Minh City (SGN),T3,Check-In Row 2,On Schedule
05/04/2024,18:30,SQ126,Singapore Airlines,Kuala Lumpur (KUL),T2,Check-In Row 5,On Schedule
05/04/2024,18:30,SQ720,Singapore Airlines,Bangkok (Suvarnabhumi) (BKK),T2,Check-In Row 5,On Schedule
05/04/2024,18:30,SQ740,Singapore Airlines,Phuket (HKT),T2,Check-In Row 5,On Schedule
05/04/2024,18:35,SQ504,Singapore Airlines,Ahmedabad (AMD),T3,Check-In Row 3,On Schedule
05/04/2024,18:40,5J806,Cebu Pacific Air,Manila (MNL),T4,Check-In Row 5,On Schedule
05/04/2024,18:40,NZ283,Air New Zealand,Auckland (AKL),T3,Check-In Row 8,On Schedule
05/04/2024,18:40,SQ36,Singapore Airlines,Los Angeles (LAX),T3,Check-In Row 3,On Schedule
05/04/2024,18:45,QR947,Qatar Airways,Doha (DOH),T1,Check-In Row 3,On Schedule
05/04/2024,18:45,SQ215,Singapore Airlines,Perth (PER),T3,Check-In Row 3,On Schedule
05/04/2024,18:55,GA855,Garuda Indonesia,Surabaya (SUB),T3,Check-In Row 5,On Schedule
05/04/2024,18:55,SQ442,Singapore Airlines,Kathmandu (KTM),T2,Check-In Row 3,On Schedule
05/04/2024,18:55,TR120,Scoot,Wuhan (WUH),T1,Check-In Row 7,On Schedule
05/04/2024,19:00,SQ142,Singapore Airlines,Penang (PEN),T2,Check-In Row 5,On Schedule
05/04/2024,19:00,SQ424,Singapore Airlines,Mumbai (BOM),T3,Check-In Row 3,On Schedule
05/04/2024,19:00,SQ898,Singapore Airlines,Hong Kong (HKG),T3,Check-In Row 3,On Schedule
05/04/2024,19:00,SQ994,Singapore Airlines,Medan (KNO),T2,Check-In Row 5,On Schedule
05/04/2024,19:10,AK716,AirAsia,Kuala Lumpur (KUL),T4,Check-In Row 4,On Schedule
05/04/2024,19:15,3K513,Jetstar Asia,Bangkok (Suvarnabhumi) (BKK),T4,Check-In Row 7,On Schedule
05/04/2024,19:15,AI343,Air India,Mumbai (BOM),T2,Check-In Row 10,On Schedule
05/04/2024,19:15,MH616,Malaysia Airlines,Kuala Lumpur (KUL),T2,Check-In Row 7,On Schedule
05/04/2024,19:25,BA15,British Airways,Sydney (SYD),T1,Check-In Row 10,On Schedule
05/04/2024,19:25,SQ918,Singapore Airlines,Manila (MNL),T2,Check-In Row 5,On Schedule
05/04/2024,19:30,3K687,Jetstar Asia,Kuala Lumpur (KUL),T4,Check-In Row 7,On Schedule
05/04/2024,19:30,QF2,Qantas Airways,Sydney (SYD),T1,Check-In Row 8,On Schedule
05/04/2024,19:35,QF72,Qantas Airways,Perth (PER),T1,Check-In Row 8,On Schedule
05/04/2024,19:35,TR386,Scoot,Clark (CRK),T1,Check-In Row 7,On Schedule
05/04/2024,19:40,3K537,Jetstar Asia,Phuket (HKT),T4,Check-In Row 7,On Schedule
05/04/2024,19:40,QZ261,Indonesia AirAsia,Jakarta (CGK),T4,Check-In Row 4,On Schedule
05/04/2024,19:45,6E1012,IndiGo,Mumbai (BOM),T2,Check-In Row 2,On Schedule
05/04/2024,19:45,6E1014,IndiGo,New Delhi (DEL),T2,Check-In Row 2,On Schedule
05/04/2024,19:45,GA837,Garuda Indonesia,Jakarta (CGK),T3,Check-In Row 5,On Schedule
05/04/2024,19:45,SB701,Aircalin,Noumea (NOU),T3,Check-In Row 11,On Schedule
05/04/2024,19:45,TR428,Scoot,Penang (PEN),T1,Check-In Row 7,On Schedule
05/04/2024,19:50,PR512,Philippine Airlines,Manila (MNL),T1,Check-In Row 14,On Schedule
